School Absentee Rate,Dropout Rate
0.0,0.0975609756097561
0.0,0.0082872928176795
0.0,0.0021834061135371
0.0,0.0
0.0,0.1428571428571428
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1
0.0,0.5585284280936454
0.0,0.0
0.0,0.0
0.0,0.75
0.0,0.0
0.0,0.0
0.0,0.0505050505050505
0.0,0.0584795321637426
0.0,0.0
0.0,0.0440251572327044
0.0,0.005
0.0,0.2592592592592592
0.0,0.3076923076923077
0.0,0.0534351145038167
0.0,0.1111111111111111
0.0,0.0215384615384615
0.0,0.0
0.0,0.0
0.0,0.5
0.0,0.0232558139534883
0.0,0.0909090909090909
0.0,0.0714285714285714
0.0,0.0
0.0,0.0103092783505154
0.0,0.0
0.0,0.1808510638297872
0.0,0.0963855421686747
0.0,0.0087260034904013
0.0,0.0
0.0,0.0576923076923076
0.0,0.0
0.0,0.1111111111111111
0.0,0.0
0.0,0.1111111111111111
0.0,0.0967741935483871
0.0,0.3333333333333333
0.0,0.1666666666666666
0.0,0.027027027027027
0.0,0.0555555555555555
0.0,0.0952380952380952
0.3,0.0280210157618213
0.4,0.0
0.4,0.0
0.4,0.1818181818181818
0.5,0.7238095238095238
0.5,0.0
0.7,0.0495049504950495
0.7,0.0689655172413793
0.8,0.0321285140562249
0.9,0.3283582089552239
1.0,0.0
1.1,0.2151898734177215
1.1,0.0016420361247947
1.1,0.0
1.4,0.1491228070175438
1.4,0.0019723865877712
1.4,0.0
1.5,0.037037037037037
1.5,0.0
1.5,0.0181818181818181
1.5,0.0
1.6,0.0
1.6,0.0172413793103448
1.6,0.0
1.8,0.0225988700564971
2.0,0.0
2.1,0.1521739130434782
2.1,0.025
2.2,0.1446428571428571
2.2,0.0
2.2,0.0027322404371584
2.4,0.22265625
2.5,0.0075757575757575
2.5,0.0
2.5,0.0
2.5,0.0
2.5,0.0
2.6,0.8
2.7,0.0
2.7,0.0
2.7,0.0049833887043189
2.7,0.0769230769230769
2.8,0.0
2.8,0.0
2.9,0.0106951871657754
2.9,0.0
3.0,0.0016638935108153
3.2,0.0125
3.2,0.0003335557038025
3.2,0.0033333333333333
3.3,0.0166666666666666
3.3,0.0821917808219178
3.3,0.0
3.3,0.0185185185185185
3.4,0.2222222222222222
3.6,0.0016038492381716
3.6,0.0045454545454545
3.6,0.0018083182640144
3.7,0.6842105263157895
4.0,0.0179640718562874
4.0,0.0079365079365079
4.0,0.0019970044932601
4.1,0.2
4.1,0.0
4.1,0.0018484288354898
4.1,0.0
4.2,0.0107913669064748
4.2,0.0399137001078748
4.3,0.0
4.3,0.0576923076923076
4.4,0.0088495575221238
4.5,0.0018882175226586
4.5,0.0
4.5,0.0
4.5,0.0011273957158962
4.5,0.0030599755201958
4.6,0.006
4.6,0.0019221528111484
4.7,0.0129589632829373
4.7,0.0213903743315508
4.7,0.0024570024570024
4.8,0.0909090909090909
4.8,0.0276243093922651
4.8,0.0
4.9,0.0
4.9,0.0
5.2,0.0072115384615384
5.2,0.0036968576709796
5.3,0.0
5.4,0.0
5.4,0.0
5.4,0.0050761421319796
5.5,0.1818181818181818
5.5,0.0029411764705882
5.5,0.0027173913043478
5.5,0.0046457607433217
5.5,0.0013315579227696
5.5,0.0019880715705765
5.5,0.0118549511854951
5.6,0.0033458803847762
5.6,0.0
5.6,0.0013966480446927
5.6,0.0
5.6,0.0024330900243309
5.6,0.0024701523260601
5.6,0.0
5.6,0.0
5.7,0.0041666666666666
5.8,0.0028901734104046
5.8,0.002667852378835
5.9,0.0
6.0,0.0011792452830188
6.0,0.0
6.0,0.0027397260273972
6.0,0.0
6.1,0.0
6.1,0.0031298904538341
6.1,0.0027272727272727
6.1,0.0484581497797356
6.2,0.0
6.3,0.0086277732128184
6.3,0.0
6.3,0.0013495276653171
6.3,0.0
6.3,0.0004222972972972
6.3,0.0
6.3,0.0217821782178217
6.3,0.0
6.4,0.0
6.4,0.0
6.4,0.0
6.5,0.0073637702503681
6.6,0.0085333333333333
6.6,0.3975903614457831
6.7,0.0491803278688524
6.7,0.0058997050147492
6.8,0.0555555555555555
6.9,0.0
6.9,0.0034364261168384
6.9,0.0017615971814445
6.9,0.327027027027027
7.0,0.0045174537987679
7.0,0.0025316455696202
7.0,0.0004852013585638
7.0,0.0
7.0,0.0
7.0,0.0273972602739726
7.1,0.0061728395061728
7.1,0.0
7.1,0.0047483380816714
7.1,0.0
7.1,0.0028660138524002
7.1,0.1111111111111111
7.1,0.04296875
7.1,0.0015325670498084
7.2,0.0
7.2,0.0024313997915943
7.2,0.0019255455712451
7.2,0.0007358351729212
7.2,0.0
7.3,0.0
7.3,0.0043266630611141
7.4,0.0
7.4,0.0
7.5,0.0022396416573348
7.5,0.0004551661356395
7.5,0.0
7.6,0.0018484288354898
7.6,0.0
7.6,0.001727115716753
7.6,0.0125
7.7,0.0022099447513812
7.8,0.0
7.8,0.0050251256281407
7.8,0.0086378737541528
7.8,0.0060975609756097
7.8,0.0095693779904306
7.8,0.0092653871608206
7.8,0.0204918032786885
7.9,0.0059523809523809
8.0,0.0125
8.0,0.0
8.0,0.0
8.0,0.073170731707317
8.0,0.0191387559808612
8.2,0.0016778523489932
8.2,0.0007830853563038
8.2,0.0054704595185995
8.2,0.001953125
8.2,0.0
8.2,0.0051546391752577
8.2,0.0
8.3,0.0
8.3,0.0028999516674722
8.3,0.005
8.3,0.5176470588235295
8.4,0.0080906148867313
8.4,0.0038135593220338
8.4,0.0060240963855421
8.4,0.0034808552958727
8.4,0.0022598870056497
8.5,0.0046948356807511
8.6,0.0071123755334281
8.6,0.0059288537549407
8.6,0.03125
8.7,0.0045871559633027
8.7,0.0
8.8,0.0
8.8,0.0025020850708924
8.8,0.0
8.8,0.0034013605442176
8.8,0.1481481481481481
8.8,0.003731343283582
8.8,0.0010746910263299
8.9,0.0124120810922631
8.9,0.0
8.9,0.0030864197530864
8.9,0.0
9.0,0.0
9.0,0.0020547945205479
9.0,0.005736137667304
9.0,0.0180505415162454
9.1,0.0023980815347721
9.1,0.0020429009193054
9.1,0.0033333333333333
9.1,0.0080591000671591
9.1,0.0042408821034775
9.1,0.0054832076764907
9.1,0.0044943820224719
9.2,0.0
9.2,0.0004001600640256
9.2,0.0
9.2,0.0
9.2,0.0072202166064981
9.3,0.0052714812862414
9.3,0.0
9.3,0.0008393956351426
9.4,0.0057034220532319
9.5,0.0009276437847866
9.5,0.0241448692152917
9.5,0.0
9.5,0.003985828166519
9.6,0.0287539936102236
9.6,0.0021291696238466
9.7,0.0
9.7,0.1818181818181818
9.7,0.0075578649031648
9.7,0.0
9.8,0.0507246376811594
9.8,0.0833333333333333
9.9,0.0135396518375241
9.9,0.0054644808743169
9.9,0.0093457943925233
9.9,0.003883495145631
10.0,0.0019685039370078
10.0,0.0
10.0,0.0032679738562091
10.0,0.0
10.1,0.0035476718403547
10.2,0.0
10.2,0.0067681895093062
10.3,0.0
10.4,0.0081632653061224
10.4,0.0041356492969396
10.4,0.0009451795841209
10.4,0.0
10.5,0.0093984962406015
10.5,0.0
10.5,0.0352941176470588
10.5,0.0026595744680851
10.5,0.0066445182724252
10.5,0.0
10.5,0.0032154340836012
10.6,0.0
10.7,0.0053285968028419
10.7,0.0073063809059912
10.7,0.0048387096774193
10.7,0.0019474196689386
10.9,0.0
10.9,0.0013071895424836
10.9,0.0072463768115942
10.9,0.0050825921219822
11.0,0.0028735632183908
11.0,0.0356149137451307
11.1,0.0
11.1,0.0666666666666666
11.1,0.0
11.2,0.0033670033670033
11.3,0.0
11.3,0.0163727959697733
11.3,0.0
11.4,0.0033167495854063
11.4,0.0086206896551724
11.4,0.005
11.5,0.003532008830022
11.5,0.0087719298245614
11.6,0.0061315496098104
11.6,0.0025795356835769
11.7,0.0047619047619047
11.7,0.003831417624521
11.8,0.0
11.8,0.0144927536231884
11.8,0.0081866557511256
11.9,0.1595744680851064
12.0,0.0094339622641509
12.0,0.0043668122270742
12.1,0.0043103448275862
12.1,0.0043859649122807
12.1,0.0164609053497942
12.2,0.0
12.2,0.003012048192771
12.2,0.0021691973969631
12.2,0.0038789759503491
12.3,0.0062305295950155
12.3,0.0039840637450199
12.3,0.0491803278688524
12.3,0.1515151515151515
12.4,0.0192307692307692
12.4,0.0087873462214411
12.5,0.0026485054861899
12.5,0.0
12.5,0.0
12.5,0.1197183098591549
12.5,0.0
12.6,0.0100840336134453
12.6,0.0
12.6,0.0
12.6,0.0008733624454148
12.6,0.0032653061224489
12.7,0.0051115241635687
12.7,0.002839295854628
12.7,0.0088626292466765
12.7,0.012442396313364
12.7,0.0005984440454817
12.7,0.0175438596491228
12.8,0.0048154093097913
12.8,0.0299003322259136
12.9,0.0053475935828877
12.9,0.0
12.9,0.0039682539682539
12.9,0.2666666666666666
13.0,0.0234192037470726
13.0,0.010204081632653
13.0,0.0324881141045958
13.0,0.0034965034965034
13.1,0.2
13.3,0.0
13.3,0.0091743119266055
13.4,0.0017497812773403
13.4,0.0049504950495049
13.4,0.0052910052910052
13.4,0.0068493150684931
13.4,0.0080645161290322
13.5,0.0133928571428571
13.5,0.203125
13.7,0.0049170251997541
13.7,0.0047058823529411
13.7,0.0081168831168831
13.7,0.0301524188204108
13.8,0.0
13.8,0.0035211267605633
13.8,0.0067920585161964
13.8,0.0615384615384615
13.9,0.0097087378640776
13.9,0.01
13.9,0.0065217391304347
14.0,0.0125231910946196
14.1,0.0
14.1,0.0023419203747072
14.1,0.011168384879725
14.2,0.0091240875912408
14.2,0.0751445086705202
14.3,0.0008176614881439
14.3,0.0018993352326685
14.3,0.0055432372505543
14.3,0.0238907849829351
14.3,0.0017452006980802
14.3,0.0015509887553315
14.4,0.0212328767123287
14.4,0.0089285714285714
14.6,0.0054054054054054
14.6,0.0
14.6,0.0042372881355932
14.7,0.008695652173913
14.8,0.0171526586620926
14.8,0.0050335570469798
14.8,0.0
14.9,0.0128402670775552
14.9,0.0045078888054094
15.2,0.0057581573896353
15.2,0.0024081878386514
15.3,0.0185614849187935
15.3,0.0147058823529411
15.3,0.0083443126921387
15.4,0.0441501103752759
15.4,0.0106861642294713
15.4,0.0
15.4,0.0026255333114538
15.4,0.0162481536189069
15.5,0.0080521472392638
15.5,0.0
15.5,0.0
15.5,0.0146520146520146
15.6,0.0033879164313946
15.6,0.0043956043956043
15.6,0.0074349442379182
15.7,0.0087767416346681
15.8,0.0208333333333333
15.8,0.0094696969696969
15.9,0.0166666666666666
16.0,0.2
16.0,0.0109616342800199
16.0,0.0052083333333333
16.1,0.0209267563527653
16.1,0.0
16.1,0.0648148148148148
16.2,0.0055865921787709
16.2,0.0047755491881566
16.3,0.0117868929750117
16.4,0.0142857142857142
16.4,0.0025
16.4,0.0575221238938053
16.5,0.0059760956175298
16.5,0.0
16.6,0.0050528249885163
16.6,0.0059880239520958
16.6,0.0069444444444444
16.6,0.0056657223796034
16.7,0.0
16.7,0.0087693656825489
16.7,0.0125523012552301
16.7,0.0130718954248366
16.7,0.0556844547563805
16.8,0.0128388017118402
16.8,0.0070093457943925
16.8,0.0253521126760563
16.9,0.0042938931297709
17.0,0.0141509433962264
17.0,0.0459770114942528
17.1,0.0
17.1,0.0248138957816377
17.1,0.019543973941368
17.1,0.0306812272490899
17.4,0.0204778156996587
17.4,0.0346420323325635
17.5,0.0190763052208835
17.6,0.05
17.6,0.0077319587628865
17.6,0.0
17.7,0.0
17.8,0.0
18.0,0.0035335689045936
18.0,0.0
18.0,0.0150753768844221
18.1,0.0048309178743961
18.2,0.0141242937853107
18.2,0.014336917562724
18.3,0.0
18.3,0.0395604395604395
18.3,0.0215241419429901
18.3,0.0
18.4,0.003883495145631
18.4,0.0541586073500967
18.4,0.0360531309297912
