School Absentee Rate,Dropout Rate
18.5,0.003584229390681
18.6,0.0
18.6,0.0
18.6,0.0431472081218274
18.6,0.0172910662824207
18.7,0.0138364779874213
18.8,0.0
18.8,0.0057574667146455
19.0,0.0184481823114487
19.0,0.1176470588235294
19.1,0.0925925925925925
19.1,0.0108225108225108
19.3,0.009325681492109
19.4,0.0851063829787234
19.4,0.0064516129032258
19.5,0.0
19.5,0.0164609053497942
19.5,0.014657980456026
19.7,0.0529411764705882
19.7,0.0246305418719211
19.7,0.0319148936170212
19.7,0.0
19.7,0.0154826958105646
19.8,0.0571428571428571
19.9,0.0054446460980036
20.0,0.0275735294117647
20.0,0.0909090909090909
20.0,0.0
20.0,0.0657370517928286
20.2,0.008955223880597
20.3,0.0017094017094017
20.3,0.0055079559363525
20.4,0.0160771704180064
20.6,0.0157894736842105
20.6,0.0
20.6,0.0131406044678055
20.7,0.0145395799676898
20.7,0.0050709939148073
20.8,0.15
20.9,0.0062893081761006
20.9,0.0629722921914357
21.0,0.0051020408163265
21.1,0.0094043887147335
21.2,0.0172855313700384
21.2,0.0277777777777777
21.3,0.006060606060606
21.6,0.0294117647058823
21.8,0.0648464163822525
21.9,0.6666666666666666
22.0,0.07
22.0,0.0838150289017341
22.0,0.0217391304347826
22.0,0.0
22.2,0.0047169811320754
22.2,0.0606060606060606
22.3,0.0237154150197628
22.6,0.0489510489510489
22.6,0.0056036678553234
22.6,0.0045662100456621
22.6,0.0337552742616033
22.8,0.0358680057388809
22.9,0.0
22.9,0.0
23.1,0.0016077170418006
23.1,0.0095238095238095
23.1,0.0581613508442776
23.2,0.021505376344086
23.2,0.3296703296703296
23.5,0.0784753363228699
23.6,0.0117302052785923
23.6,0.0072231139646869
23.7,0.0317460317460317
23.8,0.0093023255813953
23.8,0.0314960629921259
23.9,0.3485863095238095
23.9,0.0074441687344913
23.9,0.094240837696335
24.0,0.0
24.0,0.0
24.2,0.0124481327800829
24.2,0.0185185185185185
24.2,0.134453781512605
24.3,0.0348837209302325
24.4,0.0277777777777777
24.8,0.0136342266102491
24.8,0.0038872691933916
24.9,0.0096618357487922
25.0,0.0
25.1,0.127147766323024
25.1,0.0165860400829302
25.2,0.0079545454545454
25.3,0.06
25.4,0.075
25.6,0.0056657223796034
25.7,0.0136518771331058
25.7,0.0126903553299492
26.2,0.0991735537190082
26.2,0.0459770114942528
26.2,0.0203389830508474
26.2,0.1071428571428571
26.4,0.0
26.4,0.0327868852459016
26.6,0.0043149946062567
26.6,0.0
27.3,0.0192307692307692
27.4,0.0108695652173913
27.5,0.1020408163265306
27.5,0.0089285714285714
27.6,0.046127562642369
27.7,0.0458333333333333
27.7,0.0350553505535055
27.8,0.1176470588235294
27.9,0.2729970326409495
28.0,0.0316939890710382
28.0,0.2222222222222222
28.1,0.1274509803921568
28.2,0.0303030303030303
29.0,0.0435931307793923
29.3,0.1293706293706293
29.4,0.0589812332439678
29.7,0.0
29.8,0.1935483870967742
30.1,0.1353919239904988
30.1,0.0304287690179806
30.1,0.0
30.1,0.04
30.1,0.0
30.2,0.1238471673254281
30.8,0.0
31.0,0.0864978902953586
31.0,0.0
31.2,0.0673431734317343
31.2,0.0633147113594041
31.2,0.0256410256410256
31.6,0.2428407789232531
31.9,0.0264900662251655
32.3,0.0111111111111111
32.3,0.0607476635514018
32.4,0.0
32.4,0.2148760330578512
33.0,0.11003861003861
33.1,0.0336134453781512
33.3,0.3333333333333333
33.3,0.0097087378640776
33.3,0.0
33.6,0.0882723833543505
33.8,0.03
34.0,0.8237885462555066
34.0,0.0
34.0,0.2054794520547945
34.1,0.075098814229249
34.2,0.119047619047619
34.3,0.0044247787610619
34.3,0.3142857142857143
34.3,0.2127303182579564
34.5,0.4792792792792792
34.8,0.0454545454545454
34.9,0.0
35.5,0.0564516129032258
35.5,0.1483113069016152
36.1,0.1269487750556792
36.1,0.032258064516129
36.2,0.037037037037037
36.2,0.2642857142857143
36.3,0.0858725761772853
36.8,0.1703703703703703
37.3,0.0363636363636363
37.7,0.0581613508442776
37.8,0.1387900355871886
38.7,0.0493827160493827
39.1,0.1914893617021276
39.1,0.0173611111111111
39.2,0.0571428571428571
39.8,0.2340425531914893
40.0,0.0232558139534883
40.2,0.2195121951219512
40.4,0.2
40.7,0.0296296296296296
41.1,0.8392857142857143
41.2,0.0909090909090909
41.2,0.0659340659340659
41.4,0.0392156862745098
41.7,0.0952380952380952
42.1,0.2847222222222222
42.4,0.1307692307692307
42.5,0.0057251908396946
42.9,0.0
42.9,0.0
42.9,0.0909090909090909
43.1,0.0
43.3,0.0142857142857142
43.8,0.1508196721311475
44.0,0.1732199787460148
44.1,0.1978609625668449
44.6,0.0891938250428816
44.7,0.300174520069808
45.1,0.2948402948402948
45.2,0.0357142857142857
45.4,0.1170212765957446
45.5,0.0
45.6,0.1195652173913043
46.2,0.099236641221374
46.2,0.1746031746031746
46.3,0.05
46.4,0.0625
46.6,0.0545454545454545
46.8,0.0238095238095238
46.9,0.1195652173913043
47.1,0.2666666666666666
47.4,0.0806451612903225
47.5,0.0846560846560846
47.6,1.0
47.6,0.3961038961038961
47.8,0.0784313725490196
47.8,0.0826446280991735
47.9,0.1065088757396449
48.0,0.0
48.2,0.2037037037037037
48.5,0.0840579710144927
48.7,0.1097643097643097
48.8,0.0141509433962264
49.2,0.3095238095238095
49.3,0.1543498596819457
49.4,0.1296296296296296
49.7,0.1672535211267605
50.0,0.064516129032258
50.0,0.0490196078431372
50.0,0.0036764705882352
50.0,0.0303030303030303
50.5,0.1224489795918367
50.8,0.0638297872340425
51.0,0.1351351351351351
51.4,0.0285714285714285
51.6,0.1662125340599455
51.9,0.1666666666666666
52.1,0.2891246684350133
52.2,0.2948717948717949
52.2,0.25
52.2,0.15625
52.3,0.0757575757575757
52.7,0.0705128205128205
52.8,0.1428571428571428
52.9,0.1878144214645053
53.0,0.0992063492063492
53.1,0.0163934426229508
53.1,0.04
53.2,0.0923076923076923
53.3,0.0346153846153846
53.3,0.1290322580645161
53.5,0.1333333333333333
54.2,0.0
54.2,0.016260162601626
54.3,0.1304347826086956
54.5,0.0833333333333333
54.5,0.2140077821011673
54.5,0.0099573257467994
54.8,0.0303030303030303
54.9,0.20625
55.2,0.0454545454545454
55.4,0.108695652173913
55.6,0.05
56.0,0.0
56.3,0.0
56.3,0.174496644295302
56.7,0.0434782608695652
56.8,0.0432692307692307
56.8,0.3235294117647059
57.1,0.0454545454545454
57.6,0.1238095238095238
58.1,0.2894736842105263
58.3,0.0349344978165938
58.7,0.1951219512195122
59.1,0.2222222222222222
59.1,0.185378590078329
59.5,0.1944444444444444
59.6,0.1388888888888889
59.9,0.2268041237113402
60.0,0.0
60.0,0.0
60.0,0.2031413612565445
60.2,0.1936758893280632
60.4,0.1925465838509316
60.5,0.00625
60.6,0.2391304347826087
60.7,0.0775193798449612
60.7,0.2564102564102564
60.7,0.4351145038167939
60.9,0.5785123966942148
60.9,0.2777777777777778
61.5,0.0
61.5,0.0909090909090909
61.6,0.140495867768595
61.8,0.0273972602739726
61.8,0.2045454545454545
62.1,0.1916058394160583
62.1,0.0285714285714285
62.2,0.0711864406779661
62.5,0.0
62.5,0.0
62.5,0.0
62.6,0.1309523809523809
62.6,0.8928571428571429
62.8,0.1404494382022472
63.0,0.0275229357798165
63.1,0.1455696202531645
63.1,0.1583333333333333
63.4,0.0930232558139534
63.4,0.0588235294117647
63.9,0.0576923076923076
64.0,0.26
64.7,0.0
64.7,0.1777777777777777
64.9,0.1956521739130435
64.9,0.0683760683760683
65.0,0.0939597315436241
65.8,0.0509259259259259
66.1,0.1417322834645669
66.2,0.0652173913043478
66.7,0.1351351351351351
66.7,0.05
66.9,0.2522935779816513
67.2,0.2
67.4,0.0620411160058737
67.5,0.1726618705035971
67.6,0.1666666666666666
67.7,0.0694444444444444
67.9,0.3260869565217391
68.5,0.1929824561403508
69.1,0.1875
69.6,0.0377358490566037
69.8,0.25
69.8,0.1618497109826589
69.8,0.2093023255813953
70.0,0.25
70.0,0.0
70.5,0.0208333333333333
70.7,0.3235294117647059
70.8,0.2352941176470588
71.4,0.0833333333333333
71.4,0.0
71.4,0.0
71.7,0.2550724637681159
72.0,0.0
72.2,0.0769230769230769
72.3,0.4868421052631579
72.5,0.15
72.9,0.1304347826086956
72.9,0.0384615384615384
73.3,0.0
73.4,0.4485714285714285
73.4,0.3591549295774648
73.5,0.1285714285714285
73.7,0.0
74.1,0.0
74.1,0.2450980392156862
74.1,0.0869565217391304
74.5,0.5285714285714286
74.7,0.1590909090909091
75.0,0.0
75.4,0.1948051948051948
76.1,0.0555555555555555
76.4,0.1576576576576576
76.5,0.2175732217573222
76.5,0.1940298507462686
76.5,0.0769230769230769
76.6,0.0333333333333333
76.6,0.1415929203539823
76.7,0.1428571428571428
76.9,0.3333333333333333
77.1,0.0660377358490566
77.6,0.0252100840336134
77.8,0.1983471074380165
78.3,0.1666666666666666
78.6,0.0
78.7,0.1212121212121212
78.9,0.2
79.1,0.4285714285714285
79.4,0.0619469026548672
80.3,0.6157817109144543
80.5,0.2100840336134453
80.5,0.0201342281879194
81.1,0.125
81.3,0.0
81.7,0.2
81.8,0.0
81.8,0.46
81.8,0.25
81.8,0.0833333333333333
83.1,0.1358024691358024
83.2,0.125
83.3,0.6
83.3,0.0454545454545454
84.6,0.2222222222222222
84.6,0.0
84.7,0.8353808353808354
85.0,0.125
85.4,0.1111111111111111
85.9,0.3076923076923077
86.0,0.5
86.2,0.152
86.6,0.0941176470588235
87.1,0.125
87.5,0.0
87.7,0.4367816091954023
88.8,0.2430555555555555
89.0,0.4895833333333333
89.2,0.1309523809523809
89.3,0.0909090909090909
89.5,0.4125874125874126
89.5,0.125
90.0,0.081081081081081
90.0,0.0
90.0,0.2857142857142857
90.2,0.1058823529411764
90.7,0.2903225806451613
90.9,0.1263157894736842
91.2,0.1904761904761904
91.7,0.125
92.3,0.3076923076923077
92.3,0.0
92.5,0.1923076923076923
93.3,0.6075949367088608
93.5,0.1254237288135593
93.7,0.8571428571428571
93.8,0.125
93.8,0.1666666666666666
95.0,0.3333333333333333
95.8,0.1354166666666666
95.9,0.2463768115942029
96.0,0.2424242424242424
96.0,0.2017543859649122
96.2,0.5
96.3,0.1764705882352941
96.4,0.0428571428571428
100.0,0.2307692307692307
100.0,0.1666666666666666
100.0,0.175
100.0,0.1428571428571428
